,post_url,comment_num,like_num,post_caption,image_url
10,https://www.instagram.com/p/B6tWRMujyvq/,2230,331742,"Photos by @nicholesobecki | For this National Geographic investigation writer @rachelfobar and I were invited to Pienika, one of South Africa’s controversial lion breeding farms that also offers sport hunts. The farm’s owner, Jan Steinman, and his staff have been charged with violating the Animals Protection Act 71 of 1962, which prohibits keeping animals in “dirty or parasitic condition,” allowing them “to become infested with external parasites,” and failing to “procure veterinary or other medical treatment” for an ailing animal. Lions are only one of dozens of species kept on Pienika, including other predators in enclosures: caged Bengal tigers, Siberian tigers, snow tigers, hyenas, lynx, mountain lions, and leopards, as well as ostriches, giraffes, rhinos, and water buffalo that roam more freely. Conservationists say the situation at Pienika Farm is not an isolated incident, and animals are likely languishing in poor conditions around the country every day, fueled by South Africa’s thriving captive predator industry. Follow me @nicholesobecki for updates, outtakes, and more. Story link in my bio. #lion #southafrica #fallenpride",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/81038362_175925020273155_785698585183922386_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=OvfQV1hx1dsAX8YxsK9&_nc_tp=15&oh=0830e20f614618f51b38b12feaef1016&oe=5FCA1A9D
11,https://www.instagram.com/p/B6s7eATDrIs/,1069,539088,"Photo by George Steinmetz @geosteinmetz | Zebras roam free on the plains of NamibRand Nature Reserve, in Namibia. The thin grasses have a rare speckled pattern known as fairy circles, a poorly understood phenomena that has been  much studied. I prefer the local Himba explanation: the circles are the footprints of the gods. #paramotor #magic To explore more of our earth from above, follow @geosteinmetz.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/77068875_102828884515434_4569662956117138195_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_lCbMwlGRqIAX9YEohK&tp=19&oh=b97e623c1bb2b398724bf26f94217697&oe=5FCB02B3
12,https://www.instagram.com/p/B6sfiLNB4zE/,501,302920,"Photo by @sarahyltonphoto | Sometimes a steep hike is worth the effort—the uncertainty of what will be discovered once you reach the top is often the most magical part. Here, a temple in the village of Mukhba, Uttarakhand, in northern India, reveals its splendor. For more travel stories, follow me @sarahyltonphoto #India #himalaya #temple",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/79366708_2531818040388518_497830231227064782_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Ku4iwcBdTeEAX_DNY35&oh=1c3e0fee8e57e914e713f9f92e11b80d&oe=5FC7F0EE
13,https://www.instagram.com/p/B6sEHcOA68X/,1173,397404,"Photo by Daniella Zalcman @dzalcman | Gary Baxter releases Bella, a kestrel, on his farm in Cambridgeshire, England. Gary raises a host of birds of prey from Harris's hawks to eagle owls— primarily using them as a form of natural pest control for businesses in England trying to get rid of roosting pigeons, sea gulls, and other unwanted critters.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/80010235_996183964092410_6044631065195972321_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=UyFC5LCnrkwAX-D4cET&oh=cfa461f29c8463e5b77733000ea54665&oe=5FC81755
14,https://www.instagram.com/p/B6roC1YHch5/,1153,532443,"Photo by @jimmychin | The meditation station—@renan_ozturk takes in a few moments of reflection in the maw of the Garwhal Himalaya. Topavan meadows sits in the middle of one of the great alpine climbing arenas in the world. A few miles above the headwaters of the Ganges River, this place is also the throne room of Shivling. The west face of Bhagirathi III looms in the back. For more images of mountain adventures around the world, follow @jimmychin",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e15/75484608_1569103259938946_413382533465204571_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=k4LhNFcnQmAAX_A_jLA&tp=18&oh=b3dc79aa93a5e74d4419f3eae2a92465&oe=5FC9DE4A
15,https://www.instagram.com/p/B6rMxNtIcyR/,1033,439093,"Photo by Charlie Hamilton James @chamiltonjames | An adult male grizzly bear chases ravens from the carcass of a bison in Grand Teton National Park, Wyoming. The bear was feeding at what's referred to as the carcass dump, a closed area of the park where the carcasses of animals killed on the road by cars are placed, in order to remove them from creating dangerous situations between tourists and predators on the roadside. The image was taken using a remote camera, which triggered when any animal moved within the carcass dump. Restrictions for entering the area were obviously tight because it was frequented by bears, so I only visited once a week to change the cards and batteries in the camera, always accompanied by an armed ranger. Over the five months the camera was in place, it took around 250,000 photos of ravens and other birds. However, on this occasion the camera snapped almost exactly at the right time—I wish it had waited a split second for that flying raven to clear the peak of the Grand Teton mountain in the background.

In the last decade, Nat Geo photographers took 21,613,329 images in the quest to document the world and everything in it. This image was chosen as one of the 15 images that resonated most with us.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/75295287_165540824540222_6005938153116957957_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Fi0QxPjjw8EAX9Drhm9&oh=560bb61183d6e67a3f85b78aa787b4ab&oe=5FC9E3F6
16,https://www.instagram.com/p/B6qWFI-jMzh/,1567,472603,"Photo by @drewtrush | This photo seems to spark a conversation about anthropomorphism and feelings in animals. I (and others) see a bear smiling as it looks back at me with an almost mischievous look—probably because it's finishing up a raid of a red squirrel midden, in northwestern Wyoming. This bear had been gorging on white bark pine nuts as it prepared for winter hibernation. What do you think it's thinking? To join in the conversation, and learn more about our natural world follow along with photographer @drewtrush.  #bears #grizzly",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/80746385_213669002988058_7570492058803079962_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=T5Q1WTV3Yk8AX-QglhW&oh=c432dcbb370693e5809daab77e79082f&oe=5FCA2F7A
17,https://www.instagram.com/p/B6p6tZ1HBoG/,560,269229,"Photo by @stephsinclairpix | A young woman walks through the fog in the early morning near the city of Kapilvastu, Nepal. Although child marriage has been illegal in Nepal since 1963, 40 percent of girls are married by age 18 and 7 percent are married before age 15. Police rarely act to prevent a child marriage or bring charges, and they almost never do so unless a complaint is filed. Poverty, lack of access to education, child labor, social pressures, and dowry practices are among the factors driving child marriage. For more images, follow me @stephsinclairpix @tooyoungtowed. #letgirlslearn #girls #women #nepal",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/80108442_490384254939790_1183862619950999324_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=NzwK0wd8EEEAX9JMBeZ&oh=bbd2d391a590233b6b361e55fc745d05&oe=5FCB083A
18,https://www.instagram.com/p/B6pfUd_jtvq/,676,385907,"Photo by @michaelmelford | This is Death Valley National Park in a windstorm, with my back to the wind. I'm looking at the many layers of the dunes at Mesquite Flat. I try to capture what I’m feeling and experiencing when photographing, and in the this windstorm it was all about the power of Mother Nature! #deathvalley #wind #nature #nationalparks",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/78864173_153400502622664_1708207894324579426_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=-zV85nQeHEIAX8DhU1h&oh=ad6ccfd71c95863131439529afef9b17&oe=5FC834C6
19,https://www.instagram.com/p/B6pGOmigQnU/,366,206903,"Photo by @michaelchristopherbrown | In 2014, during the conflict between the Séléka and Anti-balaka militia groups, much of the Bangui international airport in Central African Republic (CAR) became a tent city for thousands of internally displaced people, mostly displaced Christians. At the time, the UN estimated that more than 600,000 civilians had been internally displaced in CAR.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/79448210_2577250692329728_7840824267841111915_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=hlGdwBwnNKMAX-wSQSZ&oh=67a8caebca91abfa4e2b8247557e31ba&oe=5FCA3252
20,https://www.instagram.com/p/B6ouMMiApcH/,2373,608982,"Photo by @anandavarma | An Anna's hummingbird licks artificial nectar from a custom-made glass ""dinner plate"" in a lab. I took this photo as part of my story on hummingbird biomechanics. The squishy, forked tongue acts like a micro-pump when it touches liquid, allowing the hummingbird to lick a flower up to 15 times per second. This was taken in Chris Clark's lab at UC Riverside, and based on research done by Alejandro Rico-Guevara and Kristiina Hurme.

In the last decade, Nat Geo photographers took 21,613,329 images in the quest to document the world and everything in it. This image was chosen as one of the 15 images that resonated most with us.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/79601167_599729580785211_3785610750923285823_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=zyYsEwBsfCgAX_cCESI&oh=8179fe6eec169fb7c41ec963b022a777&oe=5FCAB10E
21,https://www.instagram.com/p/B6oWMd6A1bo/,950,441239,"Photo by @iantehphotography | While on a shoot in New Zealand, I was particularly struck by Napier. It felt like I had time-traveled to the 1930s, one of my favorite periods in art and design history. I was driven around in a vintage Packard, and saw a city whose streets were mostly filled with art deco architecture. Napier boasts one of the world's major concentrations of the style. Locals celebrate that claim every year with the Napier Art Deco Festival, and visitors dress up fittingly for the occasion. The city's period architecture  largely dates to its rebuilding after a devastating earthquake in 1931. #napier #newzealand #artdeco #retro",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/81212779_167145387832893_8593607769259373834_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=HX36Fr8o4coAX8iYkBK&oh=dfdbc117b85f29db5245bed8eacf6ac5&oe=5FC87E64
22,https://www.instagram.com/p/B6n6yFrjsP-/,1454,643106,"Photo by Keith Ladzinski @ladzinski | Autumn in Colorado is always a time for explosive colorful skies and ever changing weather. High winds in the jet stream created these striking #cumulonimbus clouds that loomed over the landscape ominously. Thankfully the eastern horizon had a clear sliver, providing just enough space for the warm sun to push through and illuminate everything.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/79476343_134709307517420_2900842467959295307_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=pHjoZi98SQ0AX-YFhaF&tp=19&oh=dce47a919c613dbe4ac7898de702043f&oe=5FCB8BA4
23,https://www.instagram.com/p/B6nfVYsDEbF/,1005,359564,"Photo by Michael Yamashita @yamashitaphoto | Bucket brigade: It’s the job of the youngest monks in the monastery to bring the morning meal of tsampa (roasted barley flour mixed with yak butter tea) to the prayer hall where the monks will be served in silence at Thiksey Monastery in Ladakh, India.  #thikseymonastery #leh #lehladakh #Tibetanbuddhism",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/78722084_165687884800484_1746094819213845498_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=g_Q_dVvGoN4AX8sw3Y2&_nc_tp=15&oh=1a9e43528c82f7262cdd70c789ab4bed&oe=5FC8194C
24,https://www.instagram.com/p/B6mavKODNwo/,3310,427222,"Photo by @kirstenluce | For our cover story on wildlife tourism, writer @natashaldaly and I spent a month in Thailand surveying the state of elephant tourism. To better understand the industry, we traveled to Ban Ta Klang, the ""elephant village,"" in the state of Surin. Half of all captive elephants in Thailand are said to have been born here. 
There we met hundreds of elephants being bred or raised for  tourism. We also met Thong Bai, age 45, arguably Thailand’s most famous elephant. He is the model of the Chang beer brand and has starred in movies and on television. Although he was in this big enclosure, his mahout (handler) still keeps him on a hobble chain in which his two front legs are tied together to limit his movement. This is a common way to restrain large male elephants that can be aggressive. He is wearing face paint, likely from a festival or party. Many trained elephants can be rented for special occasions. 
To read more about Ban Ta Klang and the elephant industry in Thailand, see the article at nationalgeographic.com: “In this Thai village, life revolves around 300 captive elephants.” For more photos and a link, follow me @kirstenluce.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/79688200_554146585134792_6910002216413097495_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=k3q_JBy3E8cAX898GwH&_nc_tp=15&oh=6773dea376b688509f11895e9e1e39e7&oe=5FC85C81
25,https://www.instagram.com/p/B6mDPFYjJze/,7777,984185,"Thanks to all of you for voting in our Instagram Story on your favorite Nat Geo photo from the past decade. While it was close, this was the highest rated.

Photo by @amivitale | Joseph Wachira shares the final moments with the world's last male northern white rhino, Sudan, moments before he passed away at @olpejeta, in Kenya. All was silent, except for the rain falling, a single bird scolding, and the muffled sorrow of Sudan’s caretakers. Watching a creature die—one who is the last of its kind—is something I hope never to experience again. It felt like watching our own demise. My hope is that this heartbreaking moment will be our wake up call. These giants are part of a complex world created over millions of years, and their survival is intertwined with our own. Without rhinos and elephants and other wildlife, we suffer a loss of imagination, a loss of wonder, a loss of beautiful possibilities. When we see ourselves as part of nature, we understand that saving nature is really about saving ourselves. Sudan taught me that. Today there is a glimmer of hope for the northern white rhino. Today only two females are left in the world, but plans are in place to try in vitro fertilization to breed them. Follow @amivitale and @biorescue_project to learn more. 
In the last decade, Nat Geo photographers took 21,613,329 images in the quest to document the world and everything in it. This image was chosen as one of the 15 images that resonated most with us.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/81349479_195277921595963_6376647395904847659_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=EJ1M-TzyZT8AX-qCAOF&_nc_tp=15&oh=bf7efb728a7eba7a7bce456d891c83a8&oe=5FCA72C7
26,https://www.instagram.com/p/B6ln5_sj3ss/,1722,159026,"Photo by @simonnorfolkstudio I An outtake from a story about new archaeology in Jerusalem for the December issue of the magazine. Israeli police and soldiers at a checkpoint on the Via Dolorosa in the Old City of Jerusalem may not realize their boots are standing on street slabs laid down by Romans. The 2,000-year-old blocks were found in their original position three meters deep during street work in 1980 and then raised up to the current street level. The bustling road that runs down through the Muslim Quarter of the Old City still follows the line of the main street of the Early Roman city (the period between 100 B.C.E.-100 C.E.). For more on this project follow @simonnorfolkstudio. #jerusalem #archaeology #oldcityofJerusalem #roman #ViaDolorosa",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/80768546_2318718348420800_3512909698214427999_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mP6pSLAzB6gAX-A87Nb&_nc_tp=15&oh=95faaa150735af001cd5372f25cf746e&oe=5FC81C44
27,https://www.instagram.com/p/B6lMjBbDQPK/,1234,512849,"Photos by @babaktafreshi | The bronze Statue of Freedom has stood on the dome of the U.S. Capitol in Washington, D.C., since 1863. A few months ago, on assignment here for @natgeo, I was framing this with a super-telephoto lens on a spot half a mile from the Capitol. Suddenly, as a perfect moment arrived, with the moon in an opening through trees, a police officer approached and shined a light in my face. We ended up having a nice chat. Due to my activity in the late hours, I’m often approached by police and guards in various countries—but it usually ends in a friendly manner, as most show interest in astronomy and the night sky. ⁣
⁣Swipe for photos taken earlier. The third slide at shorter focal length was at dusk from another spot. ⁣Follow me @babaktafreshi for more of the World at Night photography. ⁣#washingtondc #uscapitol #fullmoon",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/79268201_572416109972339_3709443709990459501_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=7I7fLMvie4MAX_gfE5b&tp=19&oh=b3d6152c904b8a8e279a71e734c6934e&oe=5FCBBE8E
28,https://www.instagram.com/p/B6kxKyrh8zp/,736,195932,"Photo by @williamodaniels | In 2013 I photographed Nikolaï Ivanovitch Koknaev, 78, who had gout and was treating it by wrapping his feet in cabbage leaves. Like many inhabitants in the region, he came in the 1980s from western U.S.S.R. to work on the construction of the Baikal-Amur Mainline (BAM) train line, which crosses Siberia and the Russian Far East. To reach the hospital, he can only take the train, which stops every other day in his little village. Follow me on @williamodaniels for more human stories around the world.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/80560020_376030576561381_5332178481551300744_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ARo6HcKo-oAAX9IMRg4&oh=552f9106aeb77a21437a0a40e0cc339e&oe=5FCADCE2
29,https://www.instagram.com/p/B6kVvo8AXvN/,8862,564654,"Photo by @tasneemalsultan | According to Islamic belief, the history of Mecca goes back to Abraham, who built the Kaaba (the ""black cube"") with the help of his elder son Ishmael  around 2000 B.C.E. Initially, Islam considered Jerusalem as the direction (qibla) for prayers, and Mecca was for pilgrimage as religious duty. In 624 C.E., the direction of the qibla was changed to the Kaaba in Mecca. Since then, Muslims are expected to face the Kaaba when performing prayer, and to circle the Kaaba seven times in a counter-clockwise direction when performing the hajj or umrah. Photo taken minutes before the fajr, or dawn, prayer. #Mecca #Saudiarabia",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/79600058_110653960282149_3906226517202342281_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=2b0i4RMWvpcAX9m_Ojf&oh=8b91afe340a1bd159064175795d663fb&oe=5FCAF313
30,https://www.instagram.com/p/B6jFKZpj8FD/,1734,536440,"Photos by @paulnicklen | We had only less than an hour in the caves due to approaching weather, but they were spectacular. I kept asking Ryan Tidman to raise his arms into the air and pay homage to this magnificent cathedral of ice. I love ice. I have always loved ice. Sadly, these caves have now collapsed and are all but gone as our glaciers melt and recede. Let’s also look inward and ask ourselves what we can do daily to limit our impact on climate change. What are some of the things you do? Or, better yet, what are some of your goals? Let’s inspire one another to be better stewards of this planet. #FollowMe at @PaulNicklen for more photographs of our icy wonderlands.",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/77306080_107617590642411_7561607558712435575_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=JBZMr4xiCvkAX-oFT0k&_nc_tp=15&oh=d736513f222bbab6d52835676ab59935&oe=5FCA9660
31,https://www.instagram.com/p/B6inwngDYq5/,5110,1075792,"Photos and video by @babaktafreshi | The sunrise of Thursday, December 26, from the Middle East was unlike any other. I went to the coast of Oman to document this annular solar eclipse, a ring of fire that continued to Pakistan, across the Indian Ocean to India, Sri Lanka, Malaysia, Indonesia, Singapore, and Guam. Explore more of astronomy and space photography @babaktafreshi. #solareclipse #eclipse #astronomy",https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/80496263_126784638799383_535087703382792988_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=rxKuYmf6fq4AX_YfOe4&tp=19&oh=523ee740bbc5d564043d3afdb7f12e7f&oe=5FC90097
