,post_url,comment_num,like_num,post_caption,image_url,labels
10,https://www.instagram.com/p/CHVBB9erVm0/,659,138106,"Photo by @lucalocatelliphoto / Breeding chambers buzz with black soldier flies at Entocycle, in London, a start-up developing technologies to farm insects for industrial protein production—a more sustainable alternative to meat, growing them on brewery and coffee waste. The land and water required to farm insects is just a fraction of that for poultry or cattle. Harvesting larvae fed on food waste could be an even more sustainable incentive to insect protein production.

Food waste is a big issue covered in my latest cover story for National Geographic, called on the ""End of Trash,"" on circular economy solutions. By designing waste out of the production system, circularity aims to keep resources and materials in use. 
Scientists claim we only have a few years to halt and reverse our overconsumption, emissions, and a wasteful attitude in order to save our changing climate, the natural habitat, and, ultimately, ourselves.

A circular economy is one solution, but the truth is there isn't one single solution. Yet each of us can make a difference by being mindful of our actions and staying informed. Throughout my career I have used photography to tell stories about how we are learning new ways to live on Earth. Please follow me @lucalocatelliphoto to learn how we can make a difference.
#environment #circulareconomy #insects #London #lucalocatelliphoto

Check out Nat Geo's link in bio for more on this story.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/124176702_801130694061859_2126075111674071038_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=942gBuVMSV0AX8ju1Iy&tp=18&oh=ad7b8eb065d27310e44feb6eb7626582&oe=5FD5091E,"['Blue', 'Water', 'Sky', 'Boat', 'Vehicle', 'Photography', 'Sea', 'Cloud', 'Recreation', 'Reflection']"
11,https://www.instagram.com/p/CHVBB9erVm0/,659,138108,"Photo by @lucalocatelliphoto / Breeding chambers buzz with black soldier flies at Entocycle, in London, a start-up developing technologies to farm insects for industrial protein production—a more sustainable alternative to meat, growing them on brewery and coffee waste. The land and water required to farm insects is just a fraction of that for poultry or cattle. Harvesting larvae fed on food waste could be an even more sustainable incentive to insect protein production.

Food waste is a big issue covered in my latest cover story for National Geographic, called on the ""End of Trash,"" on circular economy solutions. By designing waste out of the production system, circularity aims to keep resources and materials in use. 
Scientists claim we only have a few years to halt and reverse our overconsumption, emissions, and a wasteful attitude in order to save our changing climate, the natural habitat, and, ultimately, ourselves.

A circular economy is one solution, but the truth is there isn't one single solution. Yet each of us can make a difference by being mindful of our actions and staying informed. Throughout my career I have used photography to tell stories about how we are learning new ways to live on Earth. Please follow me @lucalocatelliphoto to learn how we can make a difference.
#environment #circulareconomy #insects #London #lucalocatelliphoto

Check out Nat Geo's link in bio for more on this story.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/124176702_801130694061859_2126075111674071038_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=942gBuVMSV0AX8ju1Iy&tp=18&oh=ad7b8eb065d27310e44feb6eb7626582&oe=5FD5091E,"['Blue', 'Water', 'Sky', 'Boat', 'Vehicle', 'Photography', 'Sea', 'Cloud', 'Recreation', 'Reflection']"
12,https://www.instagram.com/p/CHUyzWrAmaU/,23345,487668,"Photo by Anastasia Taylor-Lind @anastasiatl / Ghazanchetsots cathedral in Shushi, Nagorno-Karabakh, was shelled on  October 8. After more than 20 years of relative calm, fighting between Azeri and Armenian forces has been escalating since  September 27, causing casualties and inflicting suffering on all sides. I worked in the region in 2011, when I photographed  Father Andreas marrying Ara Avagimyan and Elita Khachaturyan at the cathedral. #nagornokarabakh.

Check out Nat Geo's link in bio for more info.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123794260_703864540255422_4610510355586948945_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=f2t443g91TwAX_2KPPq&tp=18&oh=df307bc3b229f0958f92f296838abc7b&oe=5FD1E716,"['Bride', 'Photograph', 'Wedding dress', 'Dress', 'Gown', 'Ceremony', 'Veil', 'Bridal clothing', 'Wedding', 'Event']"
13,https://www.instagram.com/p/CHUlvMrsg2J/,761,242688,"Photo by Karine Aigner @kaigner / The Florida burrowing owl is a special kind of force, and the Marco Island community is the species’ force field. The epitome of perseverance, this owl digs its burrows in million-dollar lawns and raises its chicks to adulthood while navigating a concrete landscape of humans, trash, dogs, cats, and cars—and it even steals lace panties off clothing lines to decorate its home during mating season. This is a species that has changed its normal behavior to live among the humans who have redefined its home—and on Marco Island, a small group of humans are doing their best to protect it.  Owl Watch, a community volunteer organization that monitors burrows on Marco Island, has helped create laws to protect the owls and also begun a ‘starter burrow’ project. If you're a homeowner and you'd like owls to burrow in your yard, @audubonsociety’s Owl Watch team will dig starter burrows in your lawn to entice the owls to choose you! For more wildlife stories follow @kaigner!  #burrowingowl #urbanwildlife #owls",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123882320_660796841305136_627485173014753490_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=6vM7vBN2v8sAX_szyfD&tp=18&oh=148177d6ba697b7846446da0b9bdb178&oe=5FD13191,"['Owl', 'Bird of prey', 'Bird', 'Terrestrial animal', 'Adaptation', 'Wildlife', 'Falconiformes']"
14,https://www.instagram.com/p/CHUQmwtA9t1/,977,251252,"Photo by Karla Gachet @kchete77 / Jose Chavez gets ready in the morning at his home in Bakersfield, California. Jose's wife, Martha, gave birth a week prior to this photo. She wakes up with Jose at 4:30 a.m. to make his lunch for work. Jose is a ""mayordomo,"" organizing a group of 25 men to prune cherry trees. He has been working in the fields for 20 years. He was a worker himself for 10 years before becoming a mayordomo, so he says he's very conscientious about giving people breaks and having ice water available all day long. According to law, when the temperature reaches 80°F (about 26°C) there should be shade where the workers can take breaks. They should be allowed to take a paid, five-minute (or as long as needed) break if they start feeling bad. When the temperature reaches 95°F (35°C), they should automatically be given a 10-minute break, and there should be a plan on how to proceed in case of an emergency. #HEAT #migrantfarmworkers #CentralValley",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/124488468_391025968704318_2068121756230340369_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=7-jZ9r5JIkMAX_c5DNU&tp=18&oh=38216de649dace6d26ad98c15bc138e5&oe=5FD193AA,"['Lighting', 'Room', 'Light fixture', 'Night', 'Photography', 'Darkness', 'Lighting accessory', 'Lamp', 'House', 'Ceiling']"
15,https://www.instagram.com/p/CHUC_NoIJrv/,5664,598079,"Photo by David Guttenfelder @dguttenfelder / Trump supporter Kevin Skinner (right) and a Black Lives Matter member who gave his name as Marvin F. hug on the steps of the Michigan State Capitol in Lansing. The two men briefly embraced during arguments between Trump supporters protesting the results of the election and counter-protesters calling for respect for the results.
Follow @natgeointhefield for more coverage of the US election.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123988237_401615334341948_1944297176960473592_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Iz0ccZkRQG8AX9qI0yh&tp=18&oh=5c2529364903b3743c3cc547902c6da1&oe=5FD19C58,"['People', 'Event', 'Protest', 'Demonstration', 'Rebellion', 'Flag', 'Festival', 'Crowd']"
16,https://www.instagram.com/p/CHTuU9ABNYw/,943,320892,"Photo by @amivitale / Meet Molly, my trusty companion in Montana's Centennial Valley. Here, people seem to measure worth by how comfortable you are around animals and they  around you. I have seen young toddlers on horseback nestled between mother and mane. By two, they are nuzzling calves. Children learn to throw a rope before they can talk. It's a place where people are shaped by the land and they in turn help shape the land. I hope we can all use this moment to reflect and reimagine a different way forward, where we focus on building a universal trust and we reforge vital connections to each other, in our communities, and with the earth. Follow @amivitale for more stories about connections between humanity and nature. @nature_org @centennialvalleyassociation @thephotosociety #bigskycountry #outwest #horses #montana #conservation",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123663818_373406187430607_5840842749840671432_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Knz_Vz94H5YAX-026hQ&tp=18&oh=682b936970a94d75136ff7e57bbaf2b0&oe=5FD3818A,"['Horse', 'Mammal', 'Vertebrate', 'Hair', 'Grassland', 'Mane', 'Pasture', 'Mustang horse', 'Mare', 'Steppe']"
17,https://www.instagram.com/p/CHTcJs5AApi/,2949,271443,"Photo by @nataliekeyssar / Cooper Sherwin and Joan Taylor, who both canvassed for Biden in Pennsylvania, kiss while Cooper holds his framed Declaration of Independence. Around midday on November 7, the Associated Press and several news networks reported that Joe Biden won the state of Pennsylvania, making him the next president of the United States. After a fraught week for Philadelphia, Biden supporters came to Independence Hall, where the Constitution and Declaration of Independence were created, to celebrate. 
Follow @natgeointhefield for more coverage of the US election.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123768141_2815387155349785_5240650876717802103_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=XAPh49qridoAX-blb2N&tp=18&oh=75040f96e1ae7f848c920a96d3332c26&oe=5FD30ED1,"['Tourism', 'Art']"
18,https://www.instagram.com/p/CHTTCMfrPz1/,695,172304,"Photo by @johnstanmeyer / The hands of Resham Singh, a 59-year-old carpenter in Punjab, are gnarled from arthritis. Doctors say it may have been caused by exposure to water tainted by fertilizers and pesticides. Heavy use of chemicals in the 1960s to late 1970s brought India out of famine and into its green revolution, but Singh’s village, Mari Mustafa, has high cancer rates. This image is from my latest story, in the August issue, ""Water Everywhere, and Nowhere,"" now on newsstands worldwide. @outofedenwalk #walkingindia #edenwalk #india #marimustafa #punjab

Check out Nat Geo's link in bio for more on this story.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123946676_968395043669884_2510475913755629325_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=E10aL2xOSmMAX8DAT6M&tp=18&oh=f128c1851038712a8d95af3c956dafe9&oe=5FD38C0E,"['White', 'Fashion', 'Street fashion', 'Human', 'Turban', 'Photography', 'Street', 'Suit', 'Headgear', 'Pantsuit']"
19,https://www.instagram.com/p/CHScS2bAARQ/,700,267109,"Photo by Pete McBride @pedromcbride / I love describing the auditory notes behind the pixels I’ve chased for years—those subtle sounds like the ""applause of rain on rock,"" or the orchestra of dripping, created by melting ice in the Antarctic Peninsula, a place that faces some of the highest temperature increases on the planet and has lost an average of 163 billion tons of ice each year since 2002. For more on silence and natural sounds, head to @pedromcbride. #antarctica #seeingsilence #quiet #silence #petemcbride",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123743201_446895976294467_6051513148560828062_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=hvBv2JmEOKcAX_tPdcs&tp=18&oh=64a8583f9087b1ae0ebe6d65ec9f173f&oe=5FD31DD2,"['Blue', 'Water', 'Ice cave', 'Glacial landform', 'Sky', 'Iceberg', 'Glacier', 'Ice', 'Ice hotel', 'Sea ice']"
20,https://www.instagram.com/p/CHSN8yos34G/,1355,262768,"Photo by @joelsartore / Gorillas like Lamydoc @gladysporterzoo share 98.3% of their genetic code with us, making them one of our closest relatives. While western lowland gorillas are the most numerous of all gorilla species, they are still listed as critically endangered. The spread of Ebola as well as the poaching of gorillas for bushmeat and their capture for the pet trade have all contributed to the decline of this great ape. As human populations continue to grow, competition for resources between humans and gorillas intensifies, which can result in heightened conflict. However, communities living near gorillas see ecotourism as a reason to protect the species and its habitat, as increased tourism creates jobs for people in surrounding villages and supports the local economy. To see more species featured in the Photo Ark, follow me @joelsartore. #PhotoArk #savetogether",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123682977_427752381549317_1879165007076576946_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Y6XrTnq_qxMAX_vHWJn&tp=18&oh=be467a5b1b94ce158c1608ee6cf5409b&oe=5FD3B267,"['Mammal', 'Vertebrate', 'Primate', 'Nose', 'Terrestrial animal', 'Snout', 'Fur', 'Organism', 'Mouth', 'Temple']"
21,https://www.instagram.com/p/CHSA4qtAKSi/,469,180084,"Photo by @michaelchristopherbrown / Before we moved to our home in Los Angeles, my partner had a tattoo of nasturtium flowers on her forearm. After our move, hundreds of nasturtium flowers of all sizes formed a perimeter around our house during spring. Our daughter, Poppy, is named after the California state flower. The spring after she was born, we found ourselves once again surrounded by beautiful nasturtiums. Follow me @michaelchristopherbrown for more human stories from around the world.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123770254_278922413460931_5112259904376848135_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=wrS2xF2lUaUAX8nDmgB&tp=18&oh=2ea51e6eb833c9a98ed8d3385ddac9cf&oe=5FD1C405,"['Child', 'Green', 'Red', 'Pink', 'Skin', 'Beauty', 'Toddler', 'Yellow', 'Summer', 'Interaction']"
22,https://www.instagram.com/p/CHRhCAhAiR4/,737,279048,"Photo by @jasperdoest / Conservation mascot Flamingo Bob, as he's known, is seen in one the plantation mansions on Curaçao, a reminder of the island's colonial past. Curaçao was conquered by the Netherlands in the 17th century at a time when—and well into the 19th century—the region was dominated by slavery. The colonies served as military bases, trading posts, and plantations. ⠀
The relationship between the Netherlands and the Caribbean colonies changed in the second half of the 20th century, as residents became dissatisfied with the predominance of Dutch businesses in the economy of Curaçao while many people still lived in poverty. Eventually each island decided that a separate relationship with the Netherlands would be better. In October 2010 the Netherlands Antilles officially ceased to exist and Curaçao became an independent constituent country within the Kingdom of the Netherlands. This month marks 10 years of independence, yet the balance of this new status and the retention of the old connections still results in a complex relationship. ⠀
⠀
Since my father was born on Curaçao, the story of Flamingo Bob is also a tribute to my own history. It is also a celebration of something positive that transcends this complex history. The story of Flamingo Bob is a reminder that individual actions, driven by love and empathy, can have an enormous impact on the world around us—something this world needs, more than ever. Follow @jasperdoest to learn more about Flamingo Bob. #flamingobob #meetbob #flamingo #birdrescue #curacao

Check out Nat Geo's link in bio for more on this story.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123629343_396040608241721_6376626164178930578_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=WnlQr7ClSAcAX9VkoaZ&tp=18&oh=98cc1acb058644b87a2cd69a7b910668&oe=5FD4AE92,"['Light', 'Darkness', 'Shadow', 'Art', 'Night', 'Bird', 'Stock photography', 'Visual arts', 'Performance art', 'Space']"
23,https://www.instagram.com/p/CHQ-tOlDgpV/,8087,1717229,"Photo by @bertiegregory / How many fish can a puffin carry in its beak? Guess below in the comments! This Atlantic puffin has a bill packed full of sand eels (but the record is many more). Puffins breed on land but fish at sea, so being able to carry multiple prey at once is key to efficiently raising a puffling (a puffin chick). The busy summer breeding colonies have now emptied out and the puffins will spend the rest of the year at sea. Next spring, the adults will return to land to start the whole process again. Meanwhile, the pufflings will stay at sea for 3-5 years before returning to land to raise their own chicks. Follow @bertiegregory for more wildlife adventures! #puffin #britishwildlife #cute #fishing #wildlifephotography",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123747115_195261075421792_1885447416194855262_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=GszH0VoEl4UAX-T3aHa&tp=19&oh=d225970b7ea5812052cafc568cc80fc3&oe=5FD169B3,"['Beak', 'Fish', 'Bird']"
24,https://www.instagram.com/p/CHQOyUcjkUr/,2103,659802,"Photo by @babaktafreshi / Swipe to see the entire view. The longest canyon on Earth, at the Arizona-Utah border, offers dramatic scenes when you catch the right time and light. This super wide-angle view from west to east shows the yellow-red light of early twilight, just a few minutes after sunset, illuminating the canyon on the right (east), and the blue-purple color of the rising Earth shadow in the sky, right above an extinct volcano near the canyon rim. This atmospheric phenomenon happens after each sunset and before every sunrise, but often is missed by most people, not knowing what they're looking at. It's the shadow that Earth itself casts onto its atmosphere and into outer space, toward the point opposite the sun. It's prominent in a clear sky above an open horizon, especially at high altitudes. Explore more from dusk to dawn @babaktrafreshi. 
#earth #grandcanyon #twilight",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123602979_2854023728033707_8345141497033651370_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=TOZxXFL2lVsAX9SWdhd&tp=19&oh=a8cd3ba8a0dda0902d2a0bccf96690db&oe=5FD490D1,"['Mountainous landforms', 'Sky', 'Mountain', 'Natural landscape', 'Canyon', 'Wilderness', 'Badlands', 'Cloud', 'National park', 'Mountain range']"
25,https://www.instagram.com/p/CHP3hLTLBjQ/,1101,168928,"Photo by @katieorlinsky / At a blueberry farm in May’s Landing, New Jersey, farmworkers and their children are tested for COVID-19 at a pop-up run by the Southern Jersey Family Medical Centers, an organization that has done most of the testing at area blueberry farms. Every year an estimated 6,000 migrant farmworkers arrive at blueberry farms in South Jersey for the short and intense eight-week summer harvest. Workers often bring their children with them and normally these children can attend all-day, government-sponsored programs that provide free busing, three meals, academic instruction, summer camp, and English classes. This year, programs were cancelled because of the pandemic. Check out @natgeo’s link in bio for more on this story, created with the support of the @insidenatgeo COVID-19 Emergency Fund.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123725646_842014739958960_210631567290333616_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=-MZSwn9SbK8AX-YKZTR&tp=18&oh=01c9905dcb9bcd2ce8b3416364f74f53&oe=5FD23CA1,"['Child', 'Water', 'Personal protective equipment', 'Vacation', 'Recreation']"
26,https://www.instagram.com/p/CHPcJhTMr4v/,352,146517,"Photo by @tamaramerino_photography / Coober Pedy is an unconventional town in the Australian Outback where most of the population lives in underground houses called dugouts. Personal and social life takes place under the desolate and burning Simpsons Desert. Since 1915 Coober Pedy has been exploited for the extraction of opal, a precious stone, and is also the largest opal mining area in the world, with more than 70 mining fields. Goran Dakovic, a Yugoslavian miner, searches for any trace of opal on the wall. He has found a good amount of opal while working on this mine by himself for over three years.

This photo is part of my series Underland, which documents communities living underground or in caves houses around the world. Follow me on @tamaramerino_photography for more. 
#caves #undergroundhouse #underland",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123723069_385967645929200_7510069066749966710_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=GwbdoDjQLrwAX-ABLBD&tp=18&oh=dd95fe29b005062db4ebd51ae6989301&oe=5FD4A418,"['Light', 'Darkness', 'Geology', 'Rock', 'Photography', 'Circle']"
